,index,date,open,high,low,close,volume,Name,Average
686,307961,2017-09-21,177.71,177.97,177.0,177.33,435096,ROK,177.485
687,307962,2017-09-22,177.33,177.72,176.65,177.55,492062,ROK,177.185
688,307963,2017-09-25,177.49,177.92,176.5091,177.67,367708,ROK,177.21454999999997
689,307964,2017-09-26,177.75,178.82,176.77,176.98,612081,ROK,177.79500000000002
690,307965,2017-09-27,177.87,178.48,176.44,177.33,532554,ROK,177.45999999999998
691,307966,2017-09-28,177.06,177.59,175.5,177.27,467153,ROK,176.54500000000002
692,307967,2017-09-29,177.2,179.5,176.86,178.21,621368,ROK,178.18
693,307968,2017-10-02,178.8,180.75,178.0,180.7,724858,ROK,179.375
694,307969,2017-10-03,180.67,180.98,179.83,180.8,587797,ROK,180.405
695,307970,2017-10-04,180.92,182.69,180.71,182.35,556287,ROK,181.7
696,307971,2017-10-05,182.13,182.97,180.56,182.51,454905,ROK,181.765
697,307972,2017-10-06,182.36,183.47,182.06,182.31,481521,ROK,182.765
698,307973,2017-10-09,182.47,183.88,182.47,183.27,335419,ROK,183.175
699,307974,2017-10-10,184.14,184.14,182.49,182.74,371296,ROK,183.315
700,307975,2017-10-11,182.94,183.77,182.53,183.75,375487,ROK,183.15
701,307976,2017-10-12,183.26,185.29,183.18,184.5,444733,ROK,184.235
702,307977,2017-10-13,184.66,186.49,184.31,185.88,524195,ROK,185.4
703,307978,2017-10-16,187.12,187.29,185.91,186.41,390493,ROK,186.6
704,307979,2017-10-17,186.4,187.28,185.97,186.27,432458,ROK,186.625
705,307980,2017-10-18,185.9,186.56,184.5552,184.97,730503,ROK,185.5576
706,307981,2017-10-19,184.6,186.69,184.18,186.44,525354,ROK,185.435
707,307982,2017-10-20,186.9,188.6,186.81,188.5,678047,ROK,187.70499999999998
708,307983,2017-10-23,188.7,188.95,187.16,187.67,392777,ROK,188.055
709,307984,2017-10-24,188.9,189.91,187.95,188.68,612014,ROK,188.93
710,307985,2017-10-25,188.25,188.99,186.27,187.04,563078,ROK,187.63
711,307986,2017-10-26,188.12,188.58,187.15,188.03,511216,ROK,187.865
712,307987,2017-10-27,187.91,188.92,186.89,188.78,411762,ROK,187.90499999999997
713,307988,2017-10-30,188.34,188.65,186.07,187.0,502288,ROK,187.36
714,307989,2017-10-31,210.66,210.72,195.325,200.82,3465152,ROK,203.02249999999998
715,307990,2017-11-01,202.29,202.835,194.98,195.16,1632196,ROK,198.9075
716,307991,2017-11-02,195.87,200.06,195.54,199.22,759805,ROK,197.8
717,307992,2017-11-03,199.51,199.61,197.65,198.38,744034,ROK,198.63
718,307993,2017-11-06,197.66,198.38,196.44,196.83,1229807,ROK,197.41
719,307994,2017-11-07,197.05,201.065,196.49,200.83,1030320,ROK,198.7775
720,307995,2017-11-08,192.7,199.39,192.0,193.78,1459845,ROK,195.695
721,307996,2017-11-09,192.68,193.13,189.35,189.81,952083,ROK,191.24
722,307997,2017-11-10,189.75,193.0,188.31,192.61,541930,ROK,190.655
723,307998,2017-11-13,191.72,193.13,190.125,192.54,632227,ROK,191.6275
724,307999,2017-11-14,191.82,192.43,190.72,191.58,575210,ROK,191.575
725,308000,2017-11-15,190.46,190.46,187.65,188.73,741385,ROK,189.055
726,308001,2017-11-16,200.11,201.98,193.09,193.61,2377937,ROK,197.535
727,308002,2017-11-17,193.03,196.99,193.03,194.36,1265388,ROK,195.01
728,308003,2017-11-20,194.0,195.8,193.06,194.23,762688,ROK,194.43
729,308004,2017-11-21,194.75,194.99900000000002,191.915,193.02,1001436,ROK,193.457
730,308005,2017-11-22,190.43,192.44,188.88,191.02,1102152,ROK,190.66
731,308006,2017-11-24,191.8,191.91,190.09,191.48,280013,ROK,191.0
732,308007,2017-11-27,192.01,192.62,190.64,191.04,680167,ROK,191.63
733,308008,2017-11-28,189.0,198.02,188.665,197.13,1895910,ROK,193.3425
734,308009,2017-11-29,197.0,197.16,188.83,190.13,1201930,ROK,192.995
735,308010,2017-11-30,191.15,194.32,190.72,193.08,1250620,ROK,192.51999999999998
736,308011,2017-12-01,192.94,195.37,188.6,190.46,862894,ROK,191.985
737,308012,2017-12-04,192.79,195.8,190.26,190.78,1327063,ROK,193.03
738,308013,2017-12-05,190.85,192.56,187.53,187.68,1155929,ROK,190.04500000000002
739,308014,2017-12-06,187.84,191.71,187.2,190.59,1156709,ROK,189.45499999999998
740,308015,2017-12-07,190.96,193.74,189.82,192.26,720905,ROK,191.78
741,308016,2017-12-08,192.95,194.35,191.95,192.86,596067,ROK,193.14999999999998
742,308017,2017-12-11,192.5,194.3878,190.36,191.47,485886,ROK,192.3739
743,308018,2017-12-12,191.6,192.8,190.71,190.75,470860,ROK,191.755
744,308019,2017-12-13,191.26,193.16,190.98,191.46,660810,ROK,192.07
745,308020,2017-12-14,192.57,193.81,189.35,189.45,629618,ROK,191.57999999999998
746,308021,2017-12-15,191.72,192.14,190.55,190.93,1121340,ROK,191.345
747,308022,2017-12-18,193.51,194.48,192.46,192.83,631413,ROK,193.47
748,308023,2017-12-19,193.62,194.41,191.8311,193.84,769145,ROK,193.12054999999998
749,308024,2017-12-20,194.96,195.585,192.79,193.07,548479,ROK,194.1875
750,308025,2017-12-21,194.49,194.89,192.53,194.14,450461,ROK,193.70999999999998
751,308026,2017-12-22,193.51,194.675,192.98,194.57,422897,ROK,193.8275
752,308027,2017-12-26,194.57,195.6,194.26,194.53,287940,ROK,194.93
753,308028,2017-12-27,195.0,196.63,194.6392,195.99,389321,ROK,195.63459999999998
754,308029,2017-12-28,196.74,197.71,195.69,197.53,531772,ROK,196.7
755,308030,2017-12-29,198.1,198.56,196.32,196.35,486936,ROK,197.44
756,308031,2018-01-02,197.81,198.5,195.22,197.66,613370,ROK,196.86
757,308032,2018-01-03,197.04,200.72,197.04,200.55,841416,ROK,198.88
758,308033,2018-01-04,201.63,203.09,199.23,199.66,734608,ROK,201.16
759,308034,2018-01-05,200.51,200.51,198.761,199.97,627395,ROK,199.63549999999998
760,308035,2018-01-08,199.97,202.39,199.04,202.01,765679,ROK,200.71499999999997
761,308036,2018-01-09,202.69,203.81900000000002,201.535,202.75,489445,ROK,202.67700000000002
762,308037,2018-01-10,202.74,203.485,201.0,202.13,543428,ROK,202.2425
763,308038,2018-01-11,202.81,206.14,202.77,206.14,503615,ROK,204.45499999999998
764,308039,2018-01-12,206.18,208.28,205.71,207.92,603209,ROK,206.995
765,308040,2018-01-16,208.1,209.38,203.12,205.02,779519,ROK,206.25
766,308041,2018-01-17,206.39,207.87,205.32,206.56,742473,ROK,206.595
767,308042,2018-01-18,207.11,207.74,204.26,205.05,715250,ROK,206.0
768,308043,2018-01-19,205.19,207.13,203.36,203.51,1015283,ROK,205.245
769,308044,2018-01-22,204.0,204.4,202.25,203.93,897640,ROK,203.325
770,308045,2018-01-23,204.0,207.505,203.18,204.69,1040028,ROK,205.3425
771,308046,2018-01-24,206.86,206.86,198.77,200.47,1456497,ROK,202.815
772,308047,2018-01-25,201.1,202.32,198.01,199.71,1064846,ROK,200.165
773,308048,2018-01-26,199.74,203.24,199.62,203.01,873032,ROK,201.43
774,308049,2018-01-29,202.06,203.96,199.255,199.78,665214,ROK,201.60750000000002
775,308050,2018-01-30,198.66,200.93,197.6101,199.78,621575,ROK,199.27005
776,308051,2018-01-31,200.92,201.005,196.38,197.29,876041,ROK,198.6925
777,308052,2018-02-01,197.11,201.81,196.465,199.19,1034857,ROK,199.1375
778,308053,2018-02-02,197.57,197.57,193.01,194.02,1154594,ROK,195.29
779,308054,2018-02-05,192.61,194.48,184.56,184.56,1345398,ROK,189.51999999999998
780,308055,2018-02-06,178.28,189.99,176.7,188.57,1766979,ROK,183.345
781,308056,2018-02-07,187.99,191.63,187.24,188.78,984190,ROK,189.435
